issued,number,name,species,breed
January 15 2016,S110512,Madeleine,Dog,"Terrier, American Staffordshire"
January 15 2016,S100852,Lupita,Dog,"Chihuahua, Short Coat"
January 16 2016,441092,Ruthie,Dog,Xoloitzcuintli
January 16 2016,961513,Olive,Dog,"Retriever, Labrador"
January 16 2016,S110393,Bailey,Dog,Shepherd
January 16 2016,S110397,Tobin Zelly,Dog,"Retriever, Labrador"
January 16 2016,S110429,Buddy Megatron,Dog,"Chihuahua, Short Coat"
January 16 2016,S101963,Bunny,Dog,Boxer
January 17 2016,S110413,Mary Jane,Dog,"Dachshund, Miniature Smooth Haired"
January 17 2016,S110443,Kaia,Dog,"Retriever, Labrador"
January 17 2016,S104988,Lily,Dog,"Retriever, Labrador"
January 18 2016,24436,Tatum,Dog,Greyhound
January 18 2016,960838,Bailey,Dog,Australian Shepherd
January 18 2016,S110505,Laila,Dog,Boxer
January 19 2016,17732,Lassie,Dog,"Collie, Rough"
January 19 2016,26127,Loola,Dog,Coonhound
January 19 2016,26685,Gracie,Dog,Xoloitzcuintli
January 19 2016,27718,Zoe,Dog,"Bulldog, French"
January 19 2016,S110467,Fiona,Dog,"Retriever, Labrador"
January 19 2016,835285,Montana,Dog,Mix
January 20 2016,19775,Trudy,Dog,Hound
January 20 2016,279595,Hazel,Dog,"Poodle, Standard"
January 20 2016,S111271,Luci,Dog,"Retriever, Golden"
January 20 2016,S111330,Pemi,Dog,Australian Shepherd
January 20 2016,S111331,Yuki,Dog,Australian Shepherd
January 20 2016,S115790,Sibley,Dog,Australian Kelpie
January 20 2016,S101246,Aauuga,Dog,Newfoundland
January 21 2016,23557,Sasha,Dog,Shih Tzu
January 21 2016,27550,Dayze,Dog,"Retriever, Labrador"
January 21 2016,28013,Livy Lu,Dog,Havanese
January 21 2016,S111088,Eevee,Dog,"Retriever, Labrador"
January 21 2016,S111165,Humphrie,Dog,"Bulldog, English"
January 21 2016,S111309,Betty Boop,Dog,"Terrier, American Pit Bull"
January 21 2016,S111386,Lady Friend,Dog,Australian Shepherd
January 21 2016,S109364,Baby,Dog,"Terrier, American Pit Bull"
January 21 2016,S109367,Medusa,Dog,"Terrier, American Pit Bull"
January 22 2016,142662,Nala,Dog,"Terrier, American Pit Bull"
January 22 2016,442526,Ilsa,Dog,German Shepherd
January 22 2016,S111012,Angela Lansbury,Dog,Great Dane
January 22 2016,S111100,Gypsy,Dog,German Shepherd
January 22 2016,S111117,Mona,Dog,"Retriever, Labrador"
January 22 2016,S111234,Hazel,Dog,"Chihuahua, Short Coat"
January 22 2016,S110260,Sophie,Dog,Shepherd
January 22 2016,S109371,Sinapah,Dog,Shepherd
January 22 2016,S110261,Rey,Dog,Xoloitzcuintli
January 22 2016,S109471,Betty,Dog,Beagle
January 22 2016,586117,Abby,Dog,"Schnauzer, Miniature"
January 23 2016,437241,Hattie,Dog,Terrier
January 23 2016,S111054,Islay,Dog,"Bulldog, French"
January 23 2016,959207,Gabi,Dog,American Eskimo
January 23 2016,S110267,Daisy,Dog,Beagle
January 24 2016,S111246,Trixie,Dog,Bullmastiff
January 24 2016,S111267,Roxy,Dog,Boxer
January 24 2016,S110270,Olivia,Dog,"Chihuahua, Short Coat"
January 25 2016,443361,Nikita,Dog,Siberian Husky
January 25 2016,729025,Picabo,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
January 25 2016,960820,Ruby,Dog,Miniature Pinscher
January 25 2016,S111263,Stella,Dog,"Dachshund, Standard Smooth Haired"
January 25 2016,S111333,Evi,Dog,German Shepherd
January 25 2016,S111396,Dahlia,Dog,"Terrier, Rat"
January 25 2016,S111410,Abigail Fudge,Dog,"Spaniel, American Water"
January 25 2016,S111171,Freyja,Dog,"Dachshund, Miniature Smooth Haired"
January 25 2016,S111172,Ostara,Dog,Newfoundland
January 26 2016,26560,Emma,Dog,"Retriever, Labrador"
January 26 2016,583137,HoneyBear,Dog,"Retriever, Labrador"
January 26 2016,583167,Betty,Dog,Boxer
January 26 2016,961036,Cuca,Dog,German Pinscher
January 26 2016,S110274,Mayzee,Dog,"Retriever, Labrador"
January 26 2016,582666,Princess,Dog,"Chihuahua, Short Coat"
January 27 2016,443308,Blue,Dog,"Terrier, American Staffordshire"
January 27 2016,S111074,Jazzy,Dog,"Bulldog, French"
January 27 2016,S109388,Bambi,Dog,"Terrier, Fox, Smooth"
January 27 2016,S109390,Emma,Dog,"Australian Shepherd, Miniature"
January 28 2016,27716,Emma,Dog,Italian Greyhound
January 28 2016,27722,Haylie,Dog,Italian Greyhound
January 28 2016,954716,Pickle,Dog,"Collie, Rough"
January 29 2016,25167,Lucy,Dog,Beagle
January 29 2016,27777,Moxie,Dog,Beagle
January 29 2016,S111087,Zoey,Dog,Mix
January 29 2016,S111162,Rizzo,Dog,Beagle
January 29 2016,S111167,Pepper,Dog,Great Pyrenees
January 29 2016,S111354,Yuki,Dog,Akita
January 29 2016,S109490,Lucy,Dog,"Terrier, American Pit Bull"
January 29 2016,210615,Sam,Dog,Australian Shepherd
January 30 2016,25359,Candy,Dog,"Chihuahua, Short Coat"
January 30 2016,S111166,Sophie,Dog,Shepherd
January 30 2016,S111221,Sundae,Dog,"Poodle, Miniature"
January 30 2016,S111251,Charlie,Dog,"Pointer, German Shorthaired"
January 30 2016,S122703,Indie,Dog,"Retriever, Labrador"
January 30 2016,S109498,Sucia,Dog,Shepherd
January 30 2016,S109497,Salty,Dog,"Retriever, Labrador"
January 30 2016,960484,Bella,Dog,"Terrier, Yorkshire"
January 30 2016,280337,Brianna,Dog,"Retriever, Labrador"
January 31 2016,27753,Muppet,Dog,"Schnauzer, Miniature"
January 31 2016,S111019,Bella,Dog,Mix
January 31 2016,S111217,Luna,Dog,Great Pyrenees
January 31 2016,S110291,Banksy,Dog,"Retriever, Labrador"
February 01 2016,29921,Bela,Dog,Pug
February 01 2016,585273,Coconut,Dog,"Retriever, Golden"
February 02 2016,24933,Ylva,Dog,Norwegian Elkhound
February 02 2016,961407,Annabelle,Dog,Mastiff
February 02 2016,S111153,Minette,Dog,Havanese
February 02 2016,S111375,Hildegard,Dog,"Retriever, Golden"
February 02 2016,S108282,Diamond,Dog,"Terrier, American Pit Bull"
February 03 2016,82108,Anya,Dog,Shih Tzu
February 03 2016,S111621,Basia Riley-Drouin,Dog,"Terrier, Yorkshire"
February 03 2016,576273,Sadie,Dog,"Retriever, Labrador"
February 03 2016,S110912,Winnie,Dog,Shih Tzu
February 03 2016,S101251,Tesla,Dog,"Retriever, Labrador"
February 03 2016,S108286,Free,Dog,"Retriever, Labrador"
February 03 2016,S110630,Sophie,Dog,Beagle
February 04 2016,822382,Dusty,Dog,Terrier
February 04 2016,S111444,Wednesday,Dog,"Chihuahua, Short Coat"
February 04 2016,S111513,Tina,Dog,Basenji
February 04 2016,S111539,Mabel,Dog,Basset Hound
February 04 2016,S111547,Kenya,Dog,Terrier
February 04 2016,S111565,Dinghy,Dog,Bichon Frise
February 04 2016,S111614,Iggy,Dog,"Dachshund, Miniature Smooth Haired"
February 04 2016,730831,Maisey,Dog,"Setter, English"
February 04 2016,S110632,Ivory,Dog,Maltese
February 04 2016,959079,Emma,Dog,"Terrier, Jack Russell"
February 04 2016,S100587,Nala,Dog,"Terrier, American Pit Bull"
February 05 2016,81762,Bella,Dog,German Shepherd
February 05 2016,281451,Shiro,Dog,Akita
February 05 2016,S111428,Mica,Dog,Australian Shepherd
February 05 2016,S111492,Camber,Dog,"Retriever, Labrador"
February 05 2016,580850,Fionnuala,Dog,"Retriever, Labrador"
February 06 2016,S111582,Madison,Dog,Australian Cattle Dog
February 06 2016,S110657,Sadie,Dog,"Australian Shepherd, Miniature"
February 07 2016,30235,Grace,Dog,"Retriever, Nova Scotia Duck Tolling"
February 07 2016,S111507,Sierra,Dog,Beagle
February 07 2016,16324,Lucy,Dog,Pug
February 07 2016,S110612,Ziro,Dog,Border Collie
February 07 2016,16133,Luna,Dog,Italian Greyhound
February 08 2016,79518,Daisy,Dog,"Spaniel, Cavalier King Charles"
February 08 2016,83780,Cleo,Dog,"Collie, Rough"
February 08 2016,84122,Maddie,Dog,"Terrier, Jack Russell"
February 08 2016,139696,Maggie May,Dog,Bernese Mountain Dog
February 08 2016,S111529,Maddie,Dog,"Retriever, Labrador"
February 09 2016,24710,Noodle,Dog,"Dachshund, Miniature Smooth Haired"
February 09 2016,79667,Matilda,Dog,Boxer
February 09 2016,277574,MIschief,Dog,"Retriever, Golden"
February 09 2016,S111508,Penny,Dog,"Retriever, Labrador"
February 09 2016,S111519,Crickett,Dog,Alaskan Klee Kai
February 09 2016,S111807,Barkley,Dog,Retriever
February 09 2016,24752,Casey,Dog,"Poodle, Miniature"
February 09 2016,S109672,Ivy,Dog,"Retriever, Labrador"
February 09 2016,S101681,Falkin,Dog,Shiloh Shepherd
February 10 2016,S103463,Tess,Dog,Border Collie
February 10 2016,S110684,Tally,Dog,"Retriever, Golden"
February 11 2016,S111701,Maya,Dog,"Poodle, Standard"
February 11 2016,S111702,Olive,Dog,Greyhound
February 11 2016,S111839,Bayou,Dog,"Terrier, American Staffordshire"
February 11 2016,S111876,Shadow,Dog,"Retriever, Labrador"
February 11 2016,S110686,MonaBell,Dog,"Retriever, Labrador"
February 11 2016,S110936,Hollie,Dog,"Spaniel, Cavalier King Charles"
February 11 2016,S110935,Minnie,Dog,"Retriever, Labrador"
February 11 2016,206022,Ginger,Dog,Bichon Frise
February 11 2016,S110601,Candy Girl,Dog,Pomeranian
February 12 2016,74885,Toni,Dog,Australian Shepherd
February 12 2016,S111813,Francie,Dog,Beagle
February 12 2016,S111885,Pasha,Dog,"Poodle, Standard"
February 12 2016,281313,Lily,Dog,Terrier
February 12 2016,S110941,Twitch,Dog,Terrier
February 12 2016,S110940,Royal,Dog,Miniature Pinscher
February 12 2016,S111873,Luna,Dog,Coonhound
February 13 2016,81880,Fifi,Dog,"Poodle, Miniature"
February 13 2016,S110610,Lilo,Dog,"Cur, Black-Mouth"
February 13 2016,S110629,Kyra,Dog,Bullmastiff
February 13 2016,S110618,Maya,Dog,"Terrier, American Staffordshire"
February 14 2016,27872,Scarlett,Dog,"Spaniel, Cavalier King Charles"
February 14 2016,84478,George,Dog,"Dachshund, Standard Smooth Haired"
February 14 2016,S111841,Elle,Dog,German Shepherd
February 14 2016,S110633,Stella,Dog,"Terrier, Staffordshire Bull"
February 15 2016,830367,Frankie,Dog,"Dachshund, Miniature Smooth Haired"
February 16 2016,23974,Callie,Dog,Border Collie
February 16 2016,82107,Sylva,Dog,Shepherd
February 16 2016,958777,Flower,Dog,"Poodle, Miniature"
February 16 2016,S111718,Poet,Dog,Beagle
February 16 2016,S111818,Aspen,Dog,"Retriever, Labrador"
February 17 2016,S111771,Frankie,Dog,"Chihuahua, Short Coat"
February 17 2016,S112064,Rae,Dog,"Retriever, Golden"
February 17 2016,S101053,Daisy,Dog,Boxer
February 18 2016,82532,Rufus,Dog,Rottweiler
February 18 2016,S112015,Finley,Dog,"Retriever, Golden"
February 18 2016,65660,Sitka,Dog,"Retriever, Labrador"
February 19 2016,78923,Zira,Dog,Australian Shepherd
February 19 2016,84149,Lucy,Dog,Shetland Sheepdog
February 19 2016,959548,Busy,Dog,Australian Shepherd
February 19 2016,S112021,Macy,Dog,"Terrier, Staffordshire Bull"
February 19 2016,S110958,Bristol,Dog,"Retriever, Golden"
February 20 2016,27807,Champagne,Dog,German Shepherd
February 20 2016,84012,Lily,Dog,"Retriever, Labrador"
February 20 2016,904024,Dharma,Dog,Australian Cattle Dog
February 20 2016,S111947,Jones,Dog,Plott Hound
February 20 2016,S111950,Rosy,Dog,Maltese
February 20 2016,S111953,Daisy,Dog,"Retriever, Labrador"
February 20 2016,S111982,Ginger,Dog,Mix
February 20 2016,275626,Shelby,Dog,German Shepherd
February 20 2016,S110546,Pepper,Dog,"Retriever, Labrador"
February 20 2016,78463,Lucy,Dog,Terrier
February 21 2016,30060,Daisy,Dog,"Terrier, American Pit Bull"
February 21 2016,282505,Joonie,Dog,Miniature Pinscher
February 21 2016,358755,Macy,Dog,Xoloitzcuintli
February 21 2016,S111968,Arya Stark Khan,Dog,Siberian Husky
February 21 2016,S112013,Zoe,Dog,Terrier
February 21 2016,S112033,Higby,Dog,"Retriever, Labrador"
February 21 2016,S112038,Elinor,Dog,Terrier
February 21 2016,S112039,Missy,Dog,Havanese
February 21 2016,S110553,Fraya,Dog,"Terrier, Pit Bull"
February 21 2016,S110562,Coco,Dog,"Chihuahua, Short Coat"
February 22 2016,81008,Sydney,Dog,Australian Shepherd
February 22 2016,357543,Pualani,Dog,Shiba Inu
February 23 2016,81556,Maggie,Dog,Border Collie
February 23 2016,960967,Cece,Dog,Shih Tzu
February 23 2016,S111952,Rosie,Dog,Pug
February 23 2016,S111996,Stella,Dog,"Terrier, Staffordshire Bull"
February 23 2016,S112027,Mia,Dog,Border Collie
February 23 2016,S110042,Lana,Dog,German Shepherd
February 23 2016,960945,Lucy,Dog,Australian Shepherd
February 23 2016,S111955,Phoebe,Dog,"Retriever, Golden"
February 24 2016,78475,Maggie,Dog,"Retriever, Labrador"
February 24 2016,S111906,Trixie Gonia,Dog,Dalmatian
February 24 2016,S111975,Ginny,Dog,Mix
February 24 2016,S110969,Summit,Dog,Border Collie
February 24 2016,S110970,Terra,Dog,"Terrier, Bull"
February 24 2016,24620,Lucy,Dog,Xoloitzcuintli
February 25 2016,902017,Sammie,Dog,"Retriever, Golden"
February 26 2016,23691,Ladybug,Dog,"Welsh Corgi, Cardigan"
February 26 2016,945881,CJ,Dog,"Retriever, Golden"
February 26 2016,S112354,Harley,Dog,"Retriever, Labrador"
February 26 2016,S112364,Lilly,Dog,"Terrier, Jack Russell"
February 26 2016,S112427,Bella,Dog,"Retriever, Labrador"
February 26 2016,S112483,Keera,Dog,"Terrier, American Staffordshire"
February 26 2016,S129672,Cookie,Dog,"Retriever, Golden"
February 26 2016,724908,Juno,Dog,Siberian Husky
February 26 2016,S110977,Nova,Dog,Siberian Husky
February 26 2016,902891,Daisy,Dog,"Retriever, Golden"
February 26 2016,S101059,Heidi,Dog,"Schnauzer, Miniature"
February 26 2016,85438,Coyo,Dog,Shepherd
February 26 2016,959535,Ginger,Dog,"Retriever, Golden"
February 26 2016,727619,Alexa,Dog,"Terrier, American Pit Bull"
February 27 2016,S112433,Chloe,Dog,"Retriever, Golden"
February 27 2016,S112466,Chai,Dog,"Poodle, Miniature"
February 27 2016,S138414,Tahuya,Dog,Siberian Husky
February 27 2016,S110776,Greta,Dog,"Terrier, Pit Bull"
February 27 2016,S110065,Maggie,Dog,"Cur, Mountain"
February 28 2016,9265,Koko,Dog,Havanese
February 28 2016,S112304,Rooster,Dog,"Chihuahua, Short Coat"
February 28 2016,S112370,Zoë,Dog,"Retriever, Labrador"
February 29 2016,70980,Frankie,Dog,"Retriever, Golden"
February 29 2016,83094,Honey,Dog,Beagle
February 29 2016,83988,Jubilee,Dog,Mix
February 29 2016,138853,Annie,Dog,"Terrier, American Pit Bull"
February 29 2016,S112342,Mia,Dog,"Schnauzer, Miniature"
February 29 2016,S112345,Dahlia,Dog,"Retriever, Labrador"
February 29 2016,S112385,Olive,Dog,Havanese
February 29 2016,S112413,Gracie May Matthews,Dog,"Retriever, Labrador"
February 29 2016,S112424,Bella,Dog,"Australian Shepherd, Miniature"
February 29 2016,S112457,Lulu Mae,Dog,Shepherd
February 29 2016,74892,Ling Ling,Dog,Shih Tzu
March 01 2016,78368,Wrigley,Dog,Shepherd
March 01 2016,727059,Catalina,Dog,"Retriever, Labrador"
March 01 2016,S112329,Frig Prairie,Dog,"Retriever, Chesapeake Bay"
March 01 2016,S112383,Rey,Dog,"Bulldog, French"
March 01 2016,S112484,Keira,Dog,German Shepherd
March 01 2016,S110069,Mackenzie,Dog,"Retriever, Labrador"
March 01 2016,S110982,Khloe,Dog,Siberian Husky
March 02 2016,440625,Chloe,Dog,"Spaniel, Cavalier King Charles"
March 02 2016,S112322,Millie,Dog,"Bulldog, French"
March 02 2016,S112391,Hope,Dog,Bulldog
March 02 2016,S112408,Lovie,Dog,Maltese
March 02 2016,S112469,Cupcake,Dog,"Terrier, Yorkshire"
March 02 2016,S112496,Bella,Dog,Italian Greyhound
March 02 2016,S110984,Scarlett,Dog,"Poodle, Miniature"
March 03 2016,S112464,Connie,Dog,"Chihuahua, Short Coat"
March 03 2016,S110786,Lilly,Dog,Pekingese
March 03 2016,S110990,Bandit,Dog,American Blue Heeler
March 03 2016,S110991,Leeloo,Dog,German Shepherd
March 03 2016,S101983,Lola,Dog,"Griffon, Brussels"
March 03 2016,S110989,Stella,Dog,"Retriever, Labrador"
March 03 2016,S110595,Miss Freeway,Dog,Terrier
March 03 2016,S101413,Campanita,Dog,Maltese
March 03 2016,S112407,Jazz,Dog,Bichon Frise
March 04 2016,135666,Elsie,Dog,Australian Shepherd
March 04 2016,582416,Clover,Dog,"Terrier, Boston"
March 04 2016,S113122,Rhea,Dog,Mastiff
March 04 2016,579414,Cali,Dog,"Retriever, Labrador"
March 04 2016,S111897,Rosie`,Dog,Shih Tzu
March 04 2016,S101836,Zoey,Dog,Terrier
March 05 2016,134430,Scooby,Dog,"Retriever, Labrador"
March 05 2016,139942,Sky,Dog,"Spaniel, American Cocker"
March 05 2016,139963,Ginger,Dog,"Terrier, American Pit Bull"
March 05 2016,S113017,Scout,Dog,Australian Shepherd
March 05 2016,27099,YaYa,Dog,"Terrier, American Pit Bull"
March 05 2016,586495,Blanca,Dog,Chinese Shar-Pei
March 05 2016,S112089,Missy,Dog,Maltese
March 06 2016,75159,OHana,Dog,German Shepherd
March 06 2016,139417,Cori,Dog,"Retriever, Golden"
March 06 2016,139804,Zoe,Dog,Shepherd
March 06 2016,S113132,Lucy Mai,Dog,Terrier
March 06 2016,S110829,Bhadra,Dog,"Retriever, Labrador"
March 06 2016,S110838,Zoe,Dog,Australian Shepherd
March 07 2016,135172,Grace,Dog,Basenji
March 07 2016,136860,Foxy,Dog,Beagle
March 07 2016,S103155,Kylie,Dog,German Shepherd
March 07 2016,S113013,Mabel,Dog,"Spaniel, Cavalier King Charles"
March 07 2016,S113048,Nala,Dog,German Shepherd
March 07 2016,S113056,Juneau,Dog,Alaskan Malamute
March 07 2016,S113103,Pearl,Dog,"Retriever, Labrador"
March 07 2016,S112204,Lena,Dog,American Blue Heeler
March 07 2016,S113026,Puffy,Dog,Bernese Mountain Dog
March 08 2016,S113146,Gwen,Dog,"Retriever, Golden"
March 08 2016,S113040,Ruby,Dog,Boxer
March 08 2016,S113127,Jakey,Dog,Australian Shepherd
March 09 2016,S113282,Lilo,Dog,"Australian Shepherd, Miniature"
March 09 2016,S113301,Sophie,Dog,"Retriever, Labrador"
March 09 2016,S113424,Daisy Mae,Dog,"Terrier, Boston"
March 09 2016,S113453,Feilong,Dog,"Schnauzer, Standard"
March 09 2016,S101260,Angel,Dog,"Chihuahua, Short Coat"
March 10 2016,S113344,Zombie,Dog,"Australian Shepherd, Miniature"
March 10 2016,S113379,Penny,Dog,Great Dane
March 10 2016,S101679,Hope,Dog,Pomeranian
March 10 2016,S110087,Jenna,Dog,"Dachshund, Standard Smooth Haired"
March 11 2016,25202,Kuma,Dog,"Retriever, Labrador"
March 11 2016,139989,Lucy,Dog,"Retriever, Labrador"
March 11 2016,S113214,Kaiya,Dog,Shepherd
March 11 2016,S113369,Mika,Dog,Boxer
March 11 2016,S113389,Lilly,Dog,"Spaniel, Cavalier King Charles"
March 11 2016,S113429,Kisses,Dog,"Retriever, Labrador"
March 11 2016,131718,Bella,Dog,"Terrier, Yorkshire"
March 11 2016,139918,Daisy,Dog,"Retriever, Labrador"
March 11 2016,732263,Butter,Dog,Pekingese
March 11 2016,S110089,April,Dog,"Poodle, Miniature"
March 12 2016,21398,Mocha,Dog,Bernese Mountain Dog
March 12 2016,138444,Gigi,Dog,German Shepherd
March 12 2016,S113284,Fannie,Dog,Boxer
March 12 2016,S113347,Rose,Dog,"Chihuahua, Short Coat"
March 12 2016,S113387,Chewbaca,Dog,"Griffon, Brussels"
March 12 2016,S107347,Pepper,Dog,"Terrier, American Pit Bull"
March 12 2016,134967,Molly,Dog,Bichon Frise
March 12 2016,S112516,Freya,Dog,Australian Shepherd
March 13 2016,26355,Lulu,Dog,Pomeranian
March 13 2016,139950,Sophie,Dog,Tibetan Mastiff
March 13 2016,141071,Marie,Dog,Chinese Shar-Pei
March 13 2016,S110092,Tulip,Dog,"Chihuahua, Short Coat"
March 14 2016,436826,Bonita,Dog,"Terrier, Boston"
March 14 2016,S113249,Gypsy,Dog,Hound
March 14 2016,S113253,Greta SheRa Wolff,Dog,Shepherd
March 14 2016,S113383,Fiesta,Dog,"Chihuahua, Short Coat"
March 14 2016,S113408,Annie,Dog,Terrier
March 14 2016,S113464,Dottie,Dog,"Terrier, Border"
March 14 2016,S101986,Abbey,Dog,Dalmatian
March 14 2016,132529,Josie,Dog,"Terrier, Yorkshire"
March 14 2016,S113271,Luna,Dog,Catahoula Leopard dog
March 14 2016,S113277,Lexi,Dog,Mix
March 15 2016,283284,Mimzy,Dog,"Schnauzer, Miniature"
March 15 2016,727418,MunJee,Dog,Shih Tzu
March 15 2016,S113264,Bella Wilson,Dog,"Terrier, Yorkshire"
March 15 2016,S113354,Sola,Dog,Siberian Husky
March 15 2016,S113358,Lady Jasmine,Dog,"Retriever, Golden"
March 15 2016,S113243,Leia Subramanian,Dog,"Schnauzer, Miniature"
March 15 2016,140857,Chloe,Dog,"Terrier, Yorkshire"
March 16 2016,21109,Boise,Dog,"Retriever, Golden"
March 16 2016,142725,Princess,Dog,"Chihuahua, Short Coat"
March 16 2016,348913,Lola Bean,Dog,"Spaniel, Cavalier King Charles"
March 16 2016,S113275,Roxie,Dog,Beagle
March 16 2016,S113300,Mika,Dog,"Chihuahua, Short Coat"
March 16 2016,S110872,Tosca,Dog,"Terrier, Boston"
March 16 2016,138719,Dakota,Dog,"Retriever, Golden"
March 17 2016,S113422,Totter,Dog,Dalmatian
March 17 2016,S113414,Maddie,Dog,Anatolian Shepherd
March 18 2016,137353,Nellie,Dog,"Retriever, Labrador"
March 18 2016,S113631,Bonnie,Dog,Pomeranian
March 18 2016,S113640,Cindy Lew,Dog,"Retriever, Labrador"
March 18 2016,S112247,Moogle,Dog,Pug
March 18 2016,28753,Juneau,Dog,"Chihuahua, Short Coat"
March 18 2016,S110885,Elena,Dog,Terrier
March 18 2016,120009,Sucia,Dog,Shetland Sheepdog
March 18 2016,140196,Bailee,Dog,"Bulldog, French"
March 18 2016,S113337,Lillian,Dog,Maltese
March 19 2016,S113602,Irie,Dog,Mix
March 19 2016,S110894,Bonnie,Dog,"Poodle, Toy"
March 20 2016,30355,Olive,Dog,Xoloitzcuintli
March 20 2016,78071,Apricot,Dog,"Poodle, Toy"
March 20 2016,130585,Hannah,Dog,"Schnauzer, Miniature"
March 20 2016,S113575,Raven,Dog,"Bulldog, American"
March 20 2016,S113595,Emma,Dog,Terrier
March 20 2016,S113626,Martianna,Dog,"Chihuahua, Short Coat"
